"pow   pow   你 知道 什么 ,"
"? ? ? ? ? ? ,"
"上校 反着 买 23333 ,"
"31231241 ,"
"牛 逼 ,"
"底下 绿字   这 游戏 没得 pc 版   我 看 你 酸 谁 去 ,"
"哭 ,"
"莫名 被 吓 到 ？ ？ ,"
"哈哈哈 哈哈哈 哈哈哈 哈哈哈 ,"
"激情 总在 后半夜 ,"
"up 真的 辛苦 了 ,"
"6666666666666666 ,"
"the   sky ？ ,"
"太蓝 了 ,"
"哈哈哈哈 ,"
"化险为夷 真的 天赋 ,"
"。 。 ， ， 。 。 ,"
"暂停 成功 ， 但是 没 看点 ， 太瘦 了 ， 跟 饿 了 十天 一样 ,"
"極 ,"
"提前 上 香 ,"
"最后 亿遍 ,"
"宝可梦 发售 拉 ！ ！ ！ 可以 抓 皮卡丘 拉 ！ ,"
"不知 为何 想 玩 魔兽 了 ,"
"能 不能 好好看 游戏 ,"
"手游 挣钱 啊 唉 ,"
"千军万马 避 白袍 ,"
"777777 ,"
"这锅 我 不 背 ,"
"哈哈哈   真香 ,"
"我 一定 是 疯 了 ， ， 竟然 看 这个 ,"
"别 耽误 我 看 美女 ， 滚 ,"
"我信 你 个 鬼 ， 你 个 糟老头子 坏 的 很 ,"
"我 的 叉 为啥 不能 破 仨 毒包 ,"
"丢 ！ 女人 ！ 略略 略 ！ ,"
"视频 不错 就是 bgm 不行 ,"
"猝不及防 ,"
"魂斗罗 ,"
"风吹 屁屁 凉 ,"
"woc 月 更 ,"
"老菊 怎么 这么 正经 ？ ,"
"叫 你 贪 ,"
"有 2b 吗 ,"
"天外飞仙 ！ ！ ！ ！ ！ ,"
"zzzzzzzz ,"
"这个 画面 比 nightshift 好看 诶 ,"
"现在 知道 有 什么 区别 了 ？ ？ ？ ,"
"c 菌 ！ ！ ！ ,"
"卧槽 ！ 所以 才 会 是 罗马数字 ,"
"大爱年 年 ,"
"总决赛 不是 给 解说 练手 的   我 赞成 换 解说 ,"
"肉鸡 怎么 补 那么 多刀 的 ？ ,"
"牡鹿 是 雄鹿 ， 牝鹿 才 是 雌鹿 ,"
"几个 ,"
"这个 take   me   higher 简直 应景 ,"
"啊啊啊 啊啊啊 ,"
"这 游戏 叫 地下城 ， 大陆 在 海洋 下面 ， 天界 是 地表 ,"
"rookie 的 瑞兹 ， 月 轮 很 有 发言权 的 ,"
"奶粉 ！ ！ ！ ,"
"哈哈哈哈 哈哈哈 笑 出声 啊 ,"
"前方 高能 预警 ,"
"左下角 ， 左下角 ， 左下角 ， 重点 在 左下角 ,"
"黑水 镇 ？ ？ ？ ,"
"卧槽 ,"
"柯兰 ,"
"boy 要是 说出 这 东西 真名 ， 这 视频 你们 就 看不到 了 ,"
"诶 ， 好像 是 灵魂 摆渡 里 有 吧 ,"
"233 ,"
"大哥 ,"
"董事长 吹 着 空调 说 到 ,"
"放 烟花 ,"
"装逼 也 得 遵守 基本法 ,"
"吴亦凡 出来 挨打 ,"
"露 女士 我要 啊 ！ ,"
"玩过 一局 送死   背 吊打 ,"
"真喝 多 了 ,"
"感谢 IG ,"
"感恩 ,"
"7777777 ,"
"CS 好评 ,"
"66666 ,"
"? ,"
